transaction_id,timestamp,location,product,category,quantity,unit_price
T107110,2026-01-26 16:33:43,Library,Muffin,Pastry,1,3.50
T107111,2026-01-26 16:30:08,Library,Cookie,Pastry,1,2.75
T107112,2026-01-26 16:58:09,Library,Cappuccino,Coffee,1,4.50
T107113,2026-01-26 16:30:22,Library,Cold Brew,Coffee,2,4.50
T107114,2026-01-26 16:03:54,Library,Latte,Coffee,1,4.75
T107115,2026-01-26 16:59:38,Library,Tea,Tea,1,3.50
T107116,2026-01-26 16:29:13,Library,Cold Brew,Coffee,1,4.50
T107117,2026-01-26 16:00:33,Library,Tea,Tea,2,3.50
T107118,2026-01-26 16:29:23,Library,Cookie,Pastry,1,2.75
T107119,2026-01-26 16:50:11,Library,Cookie,Pastry,1,2.75
T107119,2026-01-26 16:50:11,Library,Drip Coffee,Coffee,1,3.25
T107119,2026-01-26 16:50:11,Library,Bagel,Food,1,4.25
T107120,2026-01-26 16:23:56,Library,Drip Coffee,Coffee,1,3.25
T107121,2026-01-26 16:48:32,Library,Croissant,Pastry,1,3.75
T107122,2026-01-26 16:45:42,Library,Latte,Coffee,1,4.75
T107123,2026-01-26 16:38:39,Library,Tea,Tea,1,3.50
T107124,2026-01-26 16:56:45,Library,Cappuccino,Coffee,1,4.50
T107125,2026-01-26 16:00:26,Library,Latte,Coffee,1,4.75
T107126,2026-01-26 16:47:41,Library,Cold Brew,Coffee,1,4.50
T107126,2026-01-26 16:47:41,Library,Tea,Tea,1,3.50
T107126,2026-01-26 16:47:41,Library,Drip Coffee,Coffee,1,3.25
T107127,2026-01-26 16:08:40,Library,Drip Coffee,Coffee,2,3.25
T107128,2026-01-26 16:36:43,Library,Latte,Coffee,1,4.75
T107128,2026-01-26 16:36:43,Library,Muffin,Pastry,1,3.50
T107128,2026-01-26 16:36:43,Library,Cookie,Pastry,1,2.75
T107129,2026-01-26 16:02:55,Library,Hot Chocolate,Other Drink,1,4.00
T107130,2026-01-26 17:31:07,Library,Drip Coffee,Coffee,1,3.25
T107130,2026-01-26 17:31:07,Library,Cold Brew,Coffee,1,4.50
T107130,2026-01-26 17:31:07,Library,Tea,Tea,1,3.50
T107131,2026-01-26 17:59:38,Library,Drip Coffee,Coffee,1,3.25
T107131,2026-01-26 17:59:38,Library,Latte,Coffee,2,4.75
T107131,2026-01-26 17:59:38,Library,Breakfast Sandwich,Food,1,6.75
T107131,2026-01-26 17:59:38,Library,Cold Brew,Coffee,1,4.50
T107132,2026-01-26 17:17:18,Library,Cold Brew,Coffee,3,4.50
T107132,2026-01-26 17:17:18,Library,Tea,Tea,1,3.50
T107133,2026-01-26 17:09:52,Library,Latte,Coffee,1,4.75
T107133,2026-01-26 17:09:52,Library,Muffin,Pastry,1,3.50
T107133,2026-01-26 17:09:52,Library,Cold Brew,Coffee,1,4.50
T107134,2026-01-26 17:27:25,Library,Cookie,Pastry,2,2.75
T107135,2026-01-26 17:56:34,Library,Cold Brew,Coffee,1,4.50
T107136,2026-01-26 17:01:48,Library,Cold Brew,Coffee,1,4.50
T107137,2026-01-26 17:42:55,Library,Drip Coffee,Coffee,1,3.25
T107138,2026-01-26 17:53:30,Library,Drip Coffee,Coffee,1,3.25
T107139,2026-01-26 17:13:24,Library,Muffin,Pastry,1,3.50
T107139,2026-01-26 17:13:24,Library,Cookie,Pastry,1,2.75
T107140,2026-01-26 17:49:59,Library,Cookie,Pastry,1,2.75
T107140,2026-01-26 17:49:59,Library,Cappuccino,Coffee,1,4.50
T107140,2026-01-26 17:49:59,Library,Cookie,Pastry,1,2.75
T107140,2026-01-26 17:49:59,Library,Croissant,Pastry,1,3.75
T107141,2026-01-26 17:58:23,Library,Cookie,Pastry,1,2.75
T107142,2026-01-26 17:03:59,Library,Latte,Coffee,1,4.75
T107143,2026-01-26 17:34:10,Library,Latte,Coffee,1,4.75
T107144,2026-01-26 18:28:01,Library,Cold Brew,Coffee,1,4.50
T107145,2026-01-26 18:18:35,Library,Latte,Coffee,1,4.75
T107145,2026-01-26 18:18:35,Library,Cookie,Pastry,1,2.75
T107146,2026-01-26 18:10:20,Library,Cookie,Pastry,1,2.75
T107147,2026-01-26 18:52:48,Library,Cappuccino,Coffee,1,4.50
T107147,2026-01-26 18:52:48,Library,Bagel,Food,1,4.25
T107148,2026-01-26 18:05:19,Library,Cookie,Pastry,2,2.75
T107149,2026-01-26 18:03:13,Library,Latte,Coffee,3,4.75
T107150,2026-01-26 18:59:54,Library,Latte,Coffee,2,4.75
T107150,2026-01-26 18:59:54,Library,Cold Brew,Coffee,2,4.50
T107150,2026-01-26 18:59:54,Library,Cappuccino,Coffee,1,4.50
T107151,2026-01-26 18:55:24,Library,Latte,Coffee,1,4.75
T107151,2026-01-26 18:55:24,Library,Croissant,Pastry,1,3.75
T107152,2026-01-26 18:31:19,Library,Tea,Tea,1,3.50
T107152,2026-01-26 18:31:19,Library,Cold Brew,Coffee,1,4.50
T107153,2026-01-26 18:10:48,Library,Croissant,Pastry,1,3.75
T107154,2026-01-26 07:28:34,Student Union,Latte,Coffee,1,4.75
T107155,2026-01-26 07:39:53,Student Union,Croissant,Pastry,1,3.75
T107155,2026-01-26 07:39:53,Student Union,Bagel,Food,1,4.25
T107155,2026-01-26 07:39:53,Student Union,Croissant,Pastry,1,3.75
T107156,2026-01-26 07:06:27,Student Union,Latte,Coffee,1,4.75
T107157,2026-01-26 07:15:56,Student Union,Croissant,Pastry,1,3.75
T107157,2026-01-26 07:15:56,Student Union,Drip Coffee,Coffee,1,3.25
T107157,2026-01-26 07:15:56,Student Union,Croissant,Pastry,1,3.75
T107158,2026-01-26 08:40:29,Student Union,Bagel,Food,1,4.25
T107158,2026-01-26 08:40:29,Student Union,Cappuccino,Coffee,1,4.50
T107159,2026-01-26 08:33:51,Student Union,Latte,Coffee,1,4.75
T107160,2026-01-26 08:23:57,Student Union,Cold Brew,Coffee,2,4.50
T107161,2026-01-26 08:14:27,Student Union,Latte,Coffee,1,4.75
T107162,2026-01-26 09:32:16,Student Union,Cold Brew,Coffee,1,4.50
T107162,2026-01-26 09:32:16,Student Union,Latte,Coffee,1,4.75
T107163,2026-01-26 09:56:58,Student Union,Breakfast Sandwich,Food,1,6.75
T107164,2026-01-26 09:58:51,Student Union,Drip Coffee,Coffee,1,3.25
T107165,2026-01-26 09:03:48,Student Union,Latte,Coffee,1,4.75
T107166,2026-01-26 09:54:25,Student Union,Tea,Tea,1,3.50
T107166,2026-01-26 09:54:25,Student Union,Breakfast Sandwich,Food,1,6.75
T107166,2026-01-26 09:54:25,Student Union,Drip Coffee,Coffee,1,3.25
T107167,2026-01-26 09:57:38,Student Union,Croissant,Pastry,1,3.75
T107167,2026-01-26 09:57:38,Student Union,Bagel,Food,1,4.25
T107167,2026-01-26 09:57:38,Student Union,Drip Coffee,Coffee,1,3.25
T107168,2026-01-26 09:36:39,Student Union,Cold Brew,Coffee,1,4.50
T107168,2026-01-26 09:36:39,Student Union,Cappuccino,Coffee,1,4.50
T107169,2026-01-26 09:56:00,Student Union,Muffin,Pastry,1,3.50
T107169,2026-01-26 09:56:00,Student Union,Bagel,Food,1,4.25
T107170,2026-01-26 09:41:24,Student Union,Drip Coffee,Coffee,1,3.25
T107171,2026-01-26 09:54:31,Student Union,Drip Coffee,Coffee,1,3.25
T107172,2026-01-26 09:11:02,Student Union,Latte,Coffee,1,4.75
T107173,2026-01-26 09:43:40,Student Union,Latte,Coffee,1,4.75
T107174,2026-01-26 09:17:50,Student Union,Croissant,Pastry,1,3.75
T107174,2026-01-26 09:17:50,Student Union,Muffin,Pastry,1,3.50
T107174,2026-01-26 09:17:50,Student Union,Drip Coffee,Coffee,1,3.25
T107175,2026-01-26 09:20:33,Student Union,Cappuccino,Coffee,1,4.50
T107175,2026-01-26 09:20:33,Student Union,Latte,Coffee,1,4.75
T107175,2026-01-26 09:20:33,Student Union,Muffin,Pastry,1,3.50
T107176,2026-01-26 09:57:37,Student Union,Drip Coffee,Coffee,1,3.25
T107177,2026-01-26 10:29:30,Student Union,Latte,Coffee,1,4.75
T107177,2026-01-26 10:29:30,Student Union,Croissant,Pastry,2,3.75
T107178,2026-01-26 10:51:36,Student Union,Cappuccino,Coffee,1,4.50
T107178,2026-01-26 10:51:36,Student Union,Cold Brew,Coffee,1,4.50
T107179,2026-01-26 10:03:05,Student Union,Breakfast Sandwich,Food,1,6.75
T107180,2026-01-26 10:58:41,Student Union,Cold Brew,Coffee,1,4.50
T107180,2026-01-26 10:58:41,Student Union,Croissant,Pastry,1,3.75
T107181,2026-01-26 10:04:32,Student Union,Cappuccino,Coffee,1,4.50
T107182,2026-01-26 10:50:25,Student Union,Breakfast Sandwich,Food,1,6.75
T107183,2026-01-26 10:24:06,Student Union,Breakfast Sandwich,Food,1,6.75
T107184,2026-01-26 10:51:29,Student Union,Cold Brew,Coffee,1,4.50
T107185,2026-01-26 10:06:00,Student Union,Muffin,Pastry,1,3.50
T107185,2026-01-26 10:06:00,Student Union,Drip Coffee,Coffee,1,3.25
T107185,2026-01-26 10:06:00,Student Union,Tea,Tea,1,3.50
T107186,2026-01-26 11:09:47,Student Union,Drip Coffee,Coffee,1,3.25
T107187,2026-01-26 11:49:08,Student Union,Breakfast Sandwich,Food,2,6.75
T107187,2026-01-26 11:49:08,Student Union,Cold Brew,Coffee,1,4.50
T107187,2026-01-26 11:49:08,Student Union,Drip Coffee,Coffee,1,3.25
T107188,2026-01-26 11:01:55,Student Union,Bagel,Food,1,4.25
T107188,2026-01-26 11:01:55,Student Union,Cappuccino,Coffee,1,4.50
T107189,2026-01-26 11:24:20,Student Union,Cookie,Pastry,1,2.75
T107190,2026-01-26 11:59:47,Student Union,Muffin,Pastry,1,3.50
T107191,2026-01-26 11:42:50,Student Union,Cappuccino,Coffee,1,4.50
T107192,2026-01-26 11:40:33,Student Union,Muffin,Pastry,2,3.50
T107193,2026-01-26 11:39:53,Student Union,Drip Coffee,Coffee,1,3.25
T107193,2026-01-26 11:39:53,Student Union,Latte,Coffee,2,4.75
T107193,2026-01-26 11:39:53,Student Union,Croissant,Pastry,1,3.75
T107193,2026-01-26 11:39:53,Student Union,Latte,Coffee,1,4.75
T107194,2026-01-26 11:07:42,Student Union,Cappuccino,Coffee,1,4.50
T107195,2026-01-26 11:31:07,Student Union,Cookie,Pastry,1,2.75
T107195,2026-01-26 11:31:07,Student Union,Latte,Coffee,1,4.75
T107196,2026-01-26 11:44:13,Student Union,Croissant,Pastry,1,3.75
T107196,2026-01-26 11:44:13,Student Union,Drip Coffee,Coffee,1,3.25
T107197,2026-01-26 11:28:27,Student Union,Bagel,Food,1,4.25
T107197,2026-01-26 11:28:27,Student Union,Cappuccino,Coffee,1,4.50
T107198,2026-01-26 11:11:32,Student Union,Tea,Tea,1,3.50
T107198,2026-01-26 11:11:32,Student Union,Latte,Coffee,1,4.75
T107199,2026-01-26 11:58:53,Student Union,Hot Chocolate,Other Drink,1,4.00
T107199,2026-01-26 11:58:53,Student Union,Muffin,Pastry,1,3.50
T107199,2026-01-26 11:58:53,Student Union,Cold Brew,Coffee,1,4.50
T107200,2026-01-26 11:48:53,Student Union,Tea,Tea,1,3.50
T107201,2026-01-26 11:10:50,Student Union,Breakfast Sandwich,Food,2,6.75
T107201,2026-01-26 11:10:50,Student Union,Cappuccino,Coffee,1,4.50
T107202,2026-01-26 11:04:58,Student Union,Drip Coffee,Coffee,1,3.25
T107202,2026-01-26 11:04:58,Student Union,Cold Brew,Coffee,2,4.50
T107202,2026-01-26 11:04:58,Student Union,Cappuccino,Coffee,3,4.50
T107202,2026-01-26 11:04:58,Student Union,Breakfast Sandwich,Food,1,6.75
T107203,2026-01-26 11:32:54,Student Union,Cappuccino,Coffee,1,4.50
T107204,2026-01-26 11:29:29,Student Union,Drip Coffee,Coffee,1,3.25
T107204,2026-01-26 11:29:29,Student Union,Breakfast Sandwich,Food,1,6.75
T107205,2026-01-26 11:22:12,Student Union,Cold Brew,Coffee,1,4.50
T107206,2026-01-26 11:13:40,Student Union,Tea,Tea,1,3.50
T107206,2026-01-26 11:13:40,Student Union,Bagel,Food,1,4.25
T107207,2026-01-26 11:50:49,Student Union,Cold Brew,Coffee,1,4.50
T107208,2026-01-26 11:20:16,Student Union,Tea,Tea,1,3.50
T107208,2026-01-26 11:20:16,Student Union,Cold Brew,Coffee,1,4.50
T107209,2026-01-26 11:38:49,Student Union,Cookie,Pastry,1,2.75
T107209,2026-01-26 11:38:49,Student Union,Cappuccino,Coffee,1,4.50
T107210,2026-01-26 11:03:12,Student Union,Drip Coffee,Coffee,1,3.25
T107210,2026-01-26 11:03:12,Student Union,Croissant,Pastry,1,3.75
T107210,2026-01-26 11:03:12,Student Union,Latte,Coffee,1,4.75
T107211,2026-01-26 11:48:54,Student Union,Tea,Tea,1,3.50
T107211,2026-01-26 11:48:54,Student Union,Breakfast Sandwich,Food,1,6.75
T107211,2026-01-26 11:48:54,Student Union,Tea,Tea,1,3.50
T107212,2026-01-26 11:15:19,Student Union,Cappuccino,Coffee,1,4.50
T107212,2026-01-26 11:15:19,Student Union,Bagel,Food,2,4.25
T107213,2026-01-26 11:49:48,Student Union,Cookie,Pastry,1,2.75
T107214,2026-01-26 12:05:22,Student Union,Tea,Tea,1,3.50
T107214,2026-01-26 12:05:22,Student Union,Breakfast Sandwich,Food,1,6.75
T107215,2026-01-26 12:22:15,Student Union,Latte,Coffee,1,4.75
T107215,2026-01-26 12:22:15,Student Union,Cappuccino,Coffee,1,4.50
T107216,2026-01-26 12:46:58,Student Union,Drip Coffee,Coffee,1,3.25
T107217,2026-01-26 12:24:12,Student Union,Cold Brew,Coffee,1,4.50
T107217,2026-01-26 12:24:12,Student Union,Drip Coffee,Coffee,1,3.25
T107217,2026-01-26 12:24:12,Student Union,Breakfast Sandwich,Food,1,6.75
T107218,2026-01-26 12:50:48,Student Union,Breakfast Sandwich,Food,1,6.75
T107219,2026-01-26 12:02:41,Student Union,Tea,Tea,1,3.50
T107219,2026-01-26 12:02:41,Student Union,Drip Coffee,Coffee,1,3.25
T107219,2026-01-26 12:02:41,Student Union,Latte,Coffee,1,4.75
T107220,2026-01-26 12:02:08,Student Union,Latte,Coffee,1,4.75
T107221,2026-01-26 12:43:24,Student Union,Tea,Tea,1,3.50
T107222,2026-01-26 12:41:26,Student Union,Tea,Tea,1,3.50
T107222,2026-01-26 12:41:26,Student Union,Latte,Coffee,1,4.75
T107223,2026-01-26 12:25:51,Student Union,Muffin,Pastry,1,3.50
T107224,2026-01-26 12:06:05,Student Union,Drip Coffee,Coffee,1,3.25
T107225,2026-01-26 12:21:14,Student Union,Cold Brew,Coffee,1,4.50
T107225,2026-01-26 12:21:14,Student Union,Breakfast Sandwich,Food,3,6.75
T107226,2026-01-26 12:17:06,Student Union,Cookie,Pastry,1,2.75
T107227,2026-01-26 12:46:57,Student Union,Tea,Tea,1,3.50
T107228,2026-01-26 12:24:42,Student Union,Latte,Coffee,1,4.75
T107228,2026-01-26 12:24:42,Student Union,Drip Coffee,Coffee,2,3.25
T107228,2026-01-26 12:24:42,Student Union,Cold Brew,Coffee,1,4.50
T107228,2026-01-26 12:24:42,Student Union,Breakfast Sandwich,Food,1,6.75
T107229,2026-01-26 12:47:04,Student Union,Cappuccino,Coffee,1,4.50
T107230,2026-01-26 12:44:34,Student Union,Breakfast Sandwich,Food,1,6.75
T107230,2026-01-26 12:44:34,Student Union,Latte,Coffee,1,4.75
T107231,2026-01-26 12:15:35,Student Union,Latte,Coffee,1,4.75
T107231,2026-01-26 12:15:35,Student Union,Drip Coffee,Coffee,1,3.25
T107232,2026-01-26 12:37:30,Student Union,Latte,Coffee,1,4.75
T107232,2026-01-26 12:37:30,Student Union,Bagel,Food,1,4.25
T107233,2026-01-26 12:36:35,Student Union,Tea,Tea,1,3.50
T107233,2026-01-26 12:36:35,Student Union,Bagel,Food,1,4.25
T107233,2026-01-26 12:36:35,Student Union,Muffin,Pastry,1,3.50
T107234,2026-01-26 12:41:17,Student Union,Drip Coffee,Coffee,1,3.25
T107235,2026-01-26 12:40:37,Student Union,Drip Coffee,Coffee,1,3.25
T107235,2026-01-26 12:40:37,Student Union,Breakfast Sandwich,Food,1,6.75
T107236,2026-01-26 13:53:52,Student Union,Bagel,Food,1,4.25
T107237,2026-01-26 13:52:22,Student Union,Cappuccino,Coffee,1,4.50
T107238,2026-01-26 13:31:51,Student Union,Latte,Coffee,1,4.75
T107239,2026-01-26 13:52:07,Student Union,Cappuccino,Coffee,1,4.50
T107240,2026-01-26 13:42:13,Student Union,Latte,Coffee,1,4.75
T107241,2026-01-26 13:18:53,Student Union,Latte,Coffee,1,4.75
T107242,2026-01-26 13:21:27,Student Union,Cappuccino,Coffee,1,4.50
T107243,2026-01-26 13:56:35,Student Union,Cold Brew,Coffee,1,4.50
T107244,2026-01-26 13:20:43,Student Union,Latte,Coffee,1,4.75
T107244,2026-01-26 13:20:43,Student Union,Croissant,Pastry,1,3.75
T107244,2026-01-26 13:20:43,Student Union,Drip Coffee,Coffee,1,3.25
T107245,2026-01-26 13:22:50,Student Union,Tea,Tea,1,3.50
T107245,2026-01-26 13:22:50,Student Union,Cookie,Pastry,1,2.75
T107246,2026-01-26 13:10:46,Student Union,Latte,Coffee,1,4.75
T107246,2026-01-26 13:10:46,Student Union,Latte,Coffee,1,4.75
T107246,2026-01-26 13:10:46,Student Union,Drip Coffee,Coffee,1,3.25
T107247,2026-01-26 13:09:00,Student Union,Hot Chocolate,Other Drink,2,4.00
T107247,2026-01-26 13:09:00,Student Union,Cold Brew,Coffee,1,4.50
T107248,2026-01-26 13:46:45,Student Union,Latte,Coffee,1,4.75
T107249,2026-01-26 13:30:30,Student Union,Cappuccino,Coffee,1,4.50
T107250,2026-01-26 13:28:50,Student Union,Muffin,Pastry,1,3.50
T107251,2026-01-26 13:47:22,Student Union,Cold Brew,Coffee,1,4.50
T107252,2026-01-26 13:06:43,Student Union,Drip Coffee,Coffee,1,3.25
T107252,2026-01-26 13:06:43,Student Union,Cappuccino,Coffee,1,4.50
T107252,2026-01-26 13:06:43,Student Union,Cold Brew,Coffee,1,4.50
T107253,2026-01-26 13:55:17,Student Union,Cold Brew,Coffee,1,4.50
T107254,2026-01-26 13:15:13,Student Union,Breakfast Sandwich,Food,1,6.75
T107255,2026-01-26 13:24:48,Student Union,Tea,Tea,1,3.50
T107255,2026-01-26 13:24:48,Student Union,Drip Coffee,Coffee,1,3.25
T107256,2026-01-26 13:53:08,Student Union,Drip Coffee,Coffee,1,3.25
T107257,2026-01-26 13:42:50,Student Union,Latte,Coffee,2,4.75
T107258,2026-01-26 13:15:10,Student Union,Cold Brew,Coffee,1,4.50
T107259,2026-01-26 13:20:55,Student Union,Tea,Tea,1,3.50
T107260,2026-01-26 13:52:22,Student Union,Latte,Coffee,1,4.75
T107261,2026-01-26 13:53:28,Student Union,Latte,Coffee,1,4.75
T107261,2026-01-26 13:53:28,Student Union,Cookie,Pastry,1,2.75
T107262,2026-01-26 13:42:18,Student Union,Croissant,Pastry,2,3.75
T107263,2026-01-26 13:19:59,Student Union,Drip Coffee,Coffee,1,3.25
T107263,2026-01-26 13:19:59,Student Union,Latte,Coffee,1,4.75
T107264,2026-01-26 13:43:48,Student Union,Cold Brew,Coffee,1,4.50
T107264,2026-01-26 13:43:48,Student Union,Breakfast Sandwich,Food,1,6.75
T107264,2026-01-26 13:43:48,Student Union,Breakfast Sandwich,Food,1,6.75
T107265,2026-01-26 14:27:02,Student Union,Tea,Tea,1,3.50
T107265,2026-01-26 14:27:02,Student Union,Drip Coffee,Coffee,2,3.25
T107265,2026-01-26 14:27:02,Student Union,Croissant,Pastry,1,3.75
T107266,2026-01-26 14:03:26,Student Union,Cold Brew,Coffee,1,4.50
T107267,2026-01-26 14:54:47,Student Union,Cold Brew,Coffee,2,4.50
T107268,2026-01-26 14:31:17,Student Union,Tea,Tea,1,3.50
T107268,2026-01-26 14:31:17,Student Union,Latte,Coffee,1,4.75
T107269,2026-01-26 14:43:48,Student Union,Latte,Coffee,1,4.75
T107269,2026-01-26 14:43:48,Student Union,Cappuccino,Coffee,1,4.50
T107270,2026-01-26 14:20:37,Student Union,Cold Brew,Coffee,1,4.50
T107270,2026-01-26 14:20:37,Student Union,Cookie,Pastry,1,2.75
T107271,2026-01-26 14:43:09,Student Union,Cold Brew,Coffee,1,4.50
T107272,2026-01-26 14:40:13,Student Union,Cold Brew,Coffee,1,4.50
T107273,2026-01-26 14:45:43,Student Union,Tea,Tea,1,3.50
T107273,2026-01-26 14:45:43,Student Union,Tea,Tea,1,3.50
T107274,2026-01-26 14:53:54,Student Union,Tea,Tea,1,3.50
T107275,2026-01-26 14:38:08,Student Union,Cold Brew,Coffee,1,4.50
T107276,2026-01-26 14:33:04,Student Union,Cold Brew,Coffee,1,4.50
T107277,2026-01-26 14:00:06,Student Union,Cookie,Pastry,1,2.75
T107278,2026-01-26 14:28:43,Student Union,Croissant,Pastry,1,3.75
T107278,2026-01-26 14:28:43,Student Union,Latte,Coffee,1,4.75
T107279,2026-01-26 14:05:21,Student Union,Cold Brew,Coffee,1,4.50
T107280,2026-01-26 14:32:06,Student Union,Cookie,Pastry,1,2.75
T107280,2026-01-26 14:32:06,Student Union,Cold Brew,Coffee,1,4.50
T107280,2026-01-26 14:32:06,Student Union,Drip Coffee,Coffee,2,3.25
T107281,2026-01-26 14:12:04,Student Union,Breakfast Sandwich,Food,1,6.75
T107282,2026-01-26 14:29:57,Student Union,Latte,Coffee,1,4.75
T107283,2026-01-26 14:08:45,Student Union,Croissant,Pastry,1,3.75
T107283,2026-01-26 14:08:45,Student Union,Cold Brew,Coffee,1,4.50
T107283,2026-01-26 14:08:45,Student Union,Muffin,Pastry,1,3.50
T107283,2026-01-26 14:08:45,Student Union,Latte,Coffee,1,4.75
T107284,2026-01-26 14:42:23,Student Union,Breakfast Sandwich,Food,1,6.75
T107285,2026-01-26 14:20:27,Student Union,Cold Brew,Coffee,1,4.50
T107285,2026-01-26 14:20:27,Student Union,Latte,Coffee,1,4.75
T107286,2026-01-26 14:07:29,Student Union,Drip Coffee,Coffee,1,3.25
T107287,2026-01-26 14:34:44,Student Union,Latte,Coffee,1,4.75
T107288,2026-01-26 14:47:12,Student Union,Latte,Coffee,1,4.75
T107289,2026-01-26 15:54:31,Student Union,Cookie,Pastry,1,2.75
T107290,2026-01-26 15:06:48,Student Union,Cold Brew,Coffee,1,4.50
T107291,2026-01-26 15:34:31,Student Union,Cappuccino,Coffee,1,4.50
T107291,2026-01-26 15:34:31,Student Union,Muffin,Pastry,1,3.50
T107291,2026-01-26 15:34:31,Student Union,Latte,Coffee,1,4.75
T107292,2026-01-26 15:24:23,Student Union,Hot Chocolate,Other Drink,1,4.00
T107293,2026-01-26 15:44:26,Student Union,Cookie,Pastry,1,2.75
T107293,2026-01-26 15:44:26,Student Union,Latte,Coffee,1,4.75
T107294,2026-01-26 15:17:18,Student Union,Cold Brew,Coffee,1,4.50
T107295,2026-01-26 15:05:10,Student Union,Latte,Coffee,1,4.75
T107296,2026-01-26 15:53:44,Student Union,Muffin,Pastry,1,3.50
T107296,2026-01-26 15:53:44,Student Union,Breakfast Sandwich,Food,1,6.75
T107296,2026-01-26 15:53:44,Student Union,Cold Brew,Coffee,1,4.50
T107297,2026-01-26 15:52:57,Student Union,Croissant,Pastry,2,3.75
T107298,2026-01-26 15:39:28,Student Union,Cold Brew,Coffee,1,4.50
T107299,2026-01-26 15:10:45,Student Union,Cookie,Pastry,1,2.75
T107299,2026-01-26 15:10:45,Student Union,Tea,Tea,1,3.50
T107300,2026-01-26 15:57:38,Student Union,Cookie,Pastry,1,2.75
T107301,2026-01-26 15:43:31,Student Union,Cappuccino,Coffee,1,4.50
T107302,2026-01-26 15:55:47,Student Union,Hot Chocolate,Other Drink,1,4.00
T107302,2026-01-26 15:55:47,Student Union,Tea,Tea,1,3.50
T107302,2026-01-26 15:55:47,Student Union,Croissant,Pastry,1,3.75
T107303,2026-01-26 15:33:11,Student Union,Drip Coffee,Coffee,1,3.25
T107303,2026-01-26 15:33:11,Student Union,Hot Chocolate,Other Drink,1,4.00
T107303,2026-01-26 15:33:11,Student Union,Drip Coffee,Coffee,1,3.25
T107303,2026-01-26 15:33:11,Student Union,Muffin,Pastry,1,3.50
T107304,2026-01-26 16:25:25,Student Union,Cold Brew,Coffee,1,4.50
T107305,2026-01-26 16:53:32,Student Union,Cold Brew,Coffee,1,4.50
T107305,2026-01-26 16:53:32,Student Union,Cold Brew,Coffee,1,4.50
T107305,2026-01-26 16:53:32,Student Union,Cappuccino,Coffee,1,4.50
T107306,2026-01-26 16:40:45,Student Union,Tea,Tea,1,3.50
T107306,2026-01-26 16:40:45,Student Union,Cold Brew,Coffee,1,4.50
T107307,2026-01-26 16:05:06,Student Union,Tea,Tea,1,3.50
T107308,2026-01-26 16:38:53,Student Union,Drip Coffee,Coffee,1,3.25
T107309,2026-01-26 16:03:59,Student Union,Hot Chocolate,Other Drink,2,4.00
T107310,2026-01-26 16:51:14,Student Union,Tea,Tea,1,3.50
T107310,2026-01-26 16:51:14,Student Union,Drip Coffee,Coffee,1,3.25
T107311,2026-01-26 16:54:46,Student Union,Cookie,Pastry,2,2.75
T107311,2026-01-26 16:54:46,Student Union,Muffin,Pastry,1,3.50
T107312,2026-01-26 17:51:21,Student Union,Latte,Coffee,1,4.75
T107313,2026-01-26 17:20:58,Student Union,Drip Coffee,Coffee,1,3.25
T107314,2026-01-26 17:10:02,Student Union,Cookie,Pastry,1,2.75
T107314,2026-01-26 17:10:02,Student Union,Drip Coffee,Coffee,1,3.25
T107315,2026-01-26 17:13:21,Student Union,Cold Brew,Coffee,1,4.50
T107316,2026-01-26 17:30:27,Student Union,Croissant,Pastry,1,3.75
T107317,2026-01-26 17:36:26,Student Union,Drip Coffee,Coffee,1,3.25
T107317,2026-01-26 17:36:26,Student Union,Cappuccino,Coffee,2,4.50
T107318,2026-01-26 17:40:43,Student Union,Muffin,Pastry,1,3.50
T107319,2026-01-26 17:03:19,Student Union,Latte,Coffee,2,4.75
T107319,2026-01-26 17:03:19,Student Union,Cold Brew,Coffee,1,4.50
T107320,2026-01-26 17:09:44,Student Union,Cold Brew,Coffee,1,4.50
T107320,2026-01-26 17:09:44,Student Union,Latte,Coffee,2,4.75
T107321,2026-01-26 18:59:42,Student Union,Tea,Tea,1,3.50
T107321,2026-01-26 18:59:42,Student Union,Cappuccino,Coffee,1,4.50
T107321,2026-01-26 18:59:42,Student Union,Tea,Tea,1,3.50
T107322,2026-01-26 18:23:15,Student Union,Drip Coffee,Coffee,1,3.25
T107322,2026-01-26 18:23:15,Student Union,Cookie,Pastry,1,2.75
T107322,2026-01-26 18:23:15,Student Union,Muffin,Pastry,1,3.50
T107322,2026-01-26 18:23:15,Student Union,Muffin,Pastry,1,3.50
T107323,2026-01-26 18:17:06,Student Union,Cold Brew,Coffee,1,4.50
T107323,2026-01-26 18:17:06,Student Union,Croissant,Pastry,1,3.75
T107323,2026-01-26 18:17:06,Student Union,Latte,Coffee,1,4.75
T107323,2026-01-26 18:17:06,Student Union,Cappuccino,Coffee,1,4.50
T107324,2026-01-26 18:19:04,Student Union,Tea,Tea,1,3.50
T107325,2026-01-26 18:32:36,Student Union,Breakfast Sandwich,Food,1,6.75
T107325,2026-01-26 18:32:36,Student Union,Breakfast Sandwich,Food,1,6.75
T107325,2026-01-26 18:32:36,Student Union,Cold Brew,Coffee,1,4.50
T107326,2026-01-26 18:42:52,Student Union,Cookie,Pastry,1,2.75
T107326,2026-01-26 18:42:52,Student Union,Latte,Coffee,1,4.75
T107327,2026-01-26 18:06:31,Student Union,Cookie,Pastry,1,2.75
T107328,2026-01-26 18:08:05,Student Union,Cookie,Pastry,1,2.75
